timestamp,airTemperature_fmi,windSpeed,gustSpeed,relativeHumidity,dewPointTemperature,precipation,precipationDensity,snowDepth,airPressure,visibility,cloudAmount,snowDiff,snow_class
1/26/2017 6:00,2,6.7,9.9,98,1.7,0.1,0,6,1017.8,7200,7,0,0
1/26/2017 8:00,2.3,5.2,7.5,98,2,0,0,5,1017.7,7810,7,-1,0
1/26/2017 10:00,2.9,5.2,8.2,98,2.6,0,0,5,1016.6,6370,7,0,0
1/26/2017 12:00,3.1,5,7.6,96,2.6,0,0,5,1016.5,11010,8,0,0
1/26/2017 14:00,3,4.8,8,94,2.1,0,0,4,1016.9,16180,8,-1,0
1/26/2017 16:00,2.7,4.9,6.8,96,2.1,0,0,4,1017.4,11900,8,0,0
1/26/2017 18:00,2.6,5.2,7.7,96,2.1,0,0,4,1017.8,12630,8,0,0
1/26/2017 20:00,1.8,3.8,5.1,97,1.4,0,0,4,1018.2,10660,1,0,0
1/26/2017 22:00,1.5,4.1,5.7,98,1.1,0,0,4,1019,14900,0,0,0
1/27/2017 0:00,1.3,4.3,6,98,1.1,0,0,4,1019.2,7090,7,0,0
1/27/2017 2:00,1.3,3.6,5.2,99,1.1,0,0,4,1019.9,8190,3,0,0
1/27/2017 4:00,0.8,3.5,4.4,99,0.6,0,0,4,1020.5,9280,1,0,0
1/27/2017 6:00,1,2.5,3.2,99,0.9,0,0,4,1020.8,14150,1,0,0
1/27/2017 8:00,0.7,1.9,2.9,99,0.5,0,0,4,1021.7,6170,0,0,0
1/27/2017 10:00,3.4,1.3,2,91,2.2,0,0,4,1022.4,33830,0,0,0
1/27/2017 12:00,4.9,1.3,1.8,81,2,0,0,4,1022.3,34290,0,0,0
1/27/2017 14:00,3.4,2.2,2.6,86,1.3,0,0,4,1022.2,37090,0,0,0
1/27/2017 16:00,1.6,1.6,2.3,95,0.9,0,0,4,1022.8,21850,0,0,0
1/27/2017 18:00,0.5,1.1,1.5,97,0.2,0,0,4,1022.9,8420,0,0,0
1/27/2017 20:00,-0.4,2.1,3,97,-0.8,0,0,4,1023.4,4090,0,0,0
1/27/2017 22:00,-0.4,2.2,3.3,99,-0.6,0,0,4,1023.7,2880,3,0,0
1/28/2017 0:00,-0.4,3.5,4.6,99,-0.5,0,0,4,1023.9,410,9,0,0
1/28/2017 2:00,-0.1,2.7,4.9,100,-0.2,0,0,4,1023.8,310,9,0,0
1/28/2017 4:00,-0.2,3.9,6.5,100,-0.2,0,0,4,1023.7,670,9,0,0
1/28/2017 6:00,0.5,4.8,6.4,100,0.4,0,0,4,1023.9,1430,8,0,0
1/28/2017 8:00,0.8,7,10.5,100,0.8,0,0,4,1024.3,1050,8,0,0
1/28/2017 10:00,1.2,5.2,8.1,100,1.2,0.5,0.3,4,1024,1270,8,0,0
1/28/2017 12:00,1.4,4.6,7.5,100,1.4,0,0,4,1023.8,590,9,0,0
1/28/2017 14:00,1.5,4.8,6.7,100,1.5,0,0,4,1023.6,1940,8,0,0
1/28/2017 16:00,1.3,5.7,8.4,100,1.3,0,0,3,1023.9,4190,7,-1,0
1/28/2017 18:00,1.3,4.7,7.9,100,1.3,0,0,3,1023.9,2580,8,0,0
1/28/2017 20:00,1.3,6.1,9.1,100,1.3,0,0,3,1023.8,460,9,0,0
1/28/2017 22:00,1,6.7,11.3,100,1,0,0,3,1023.8,1630,8,0,0
1/29/2017 0:00,0.8,6.3,10.6,100,0.8,0,0,3,1023.6,1850,7,0,0
1/29/2017 2:00,0.7,5.5,7.9,100,0.7,0,0,3,1023.1,2800,8,0,0
1/29/2017 4:00,1,4.2,6.8,100,1,0,0,3,1022.8,2050,8,0,0
1/29/2017 6:00,1.1,3.7,6.5,100,1.1,0.1,0.3,3,1022.5,1640,7,0,0
1/29/2017 8:00,0.8,5,8.6,100,0.8,0,0,2,1022.2,1880,8,-1,0
1/29/2017 10:00,0.5,4.1,6.8,100,0.5,0,0,3,1021.5,4410,8,1,1
1/29/2017 12:00,0.5,4.3,7.9,100,0.5,0.1,0.3,3,1020.3,2080,8,0,0
1/29/2017 14:00,0.3,6.5,10.4,100,0.2,0.2,0,3,1019.4,2070,8,0,0
1/29/2017 16:00,0.3,8.1,14.3,99,0.1,0.1,0,3,1018.8,10990,7,0,0
1/29/2017 18:00,-0.1,8.4,13.4,99,-0.3,0.1,0,3,1018.3,9020,7,0,0
1/29/2017 20:00,0.4,8.1,12.5,90,-1,0,0,3,1017.8,13070,8,0,0
1/29/2017 22:00,0.6,7.4,12.4,89,-1,0,0,3,1017.3,8780,8,0,0
1/30/2017 0:00,0.2,8.6,13,97,-0.2,0.1,0.4,3,1016.9,2590,8,0,0
1/30/2017 2:00,0.1,7.5,12,99,-0.1,0.3,0.5,3,1016.1,1130,8,0,0
1/30/2017 4:00,0.1,7,11.7,100,0,0.4,0.3,4,1015.7,1360,8,1,1
1/30/2017 6:00,0.3,7.6,13.1,100,0.2,0.1,0,5,1015,4830,7,1,1
1/30/2017 8:00,0.1,7.7,13.4,99,0,0.3,0.7,5,1014.7,730,7,0,0
1/30/2017 10:00,0.4,6.5,9.6,100,0.4,2.9,0,7,1014.8,2330,7,2,1
1/30/2017 12:00,1.7,5.9,9,99,1.6,0.5,0,6,1014.9,4150,7,-1,0
1/30/2017 14:00,1.4,6.4,9.3,96,0.9,0,0,6,1015.5,12510,7,0,0
1/30/2017 16:00,1.7,6,9.7,94,0.9,0,0,5,1016.2,14850,7,-1,0
1/30/2017 18:00,1.7,6.3,9.9,93,0.7,0,0,5,1016.8,27000,7,0,0
1/30/2017 20:00,1.6,5.7,8.9,95,0.9,0,0,5,1017.1,20150,7,0,0
1/30/2017 22:00,1.6,4.5,5.9,93,0.7,0,0,5,1018.1,23870,7,0,0
1/31/2017 0:00,1.7,4.4,6.3,92,0.4,0,0,4,1018.5,48420,7,-1,0
1/31/2017 2:00,0.9,5.8,8.4,91,-0.3,0,0,4,1019.1,45400,7,0,0
1/31/2017 4:00,0.2,3.6,5.9,93,-0.8,0,0,4,1019.6,44050,7,0,0
1/31/2017 6:00,-0.4,4.8,7.1,93,-1.4,0,0,4,1020.1,35540,5,0,0
1/31/2017 8:00,0,3.8,5.8,90,-1.5,0,0,4,1020.8,50000,7,0,0
1/31/2017 10:00,0.5,3.3,6,87,-1.4,0,0,4,1021.8,46310,7,0,0
1/31/2017 12:00,0.7,4.2,7,83,-1.8,0,0,4,1021.7,50000,7,0,0
1/31/2017 14:00,0.3,4.2,6.1,84,-2,0,0,4,1022,50000,7,0,0
1/31/2017 16:00,-0.3,3.7,5.8,86,-2.3,0,0,4,1022.2,50000,8,0,0
1/31/2017 18:00,-0.6,4.1,6.8,88,-2.4,0,0,4,1022.6,49400,8,0,0
1/31/2017 20:00,-0.7,3.9,6.2,86,-2.8,0,0,4,1022.6,50000,8,0,0
1/31/2017 22:00,-0.8,2.4,4,88,-2.5,0,0,4,1022.4,49280,8,0,0
1.2.2017 0:00,-1.5,3.6,6,92,-2.6,0,0,4,1022.4,25880,8,0,0
1.2.2017 2:00,-1.3,2.1,2.9,95,-2,0,0,4,1022.1,13450,8,0,0
1.2.2017 4:00,-0.9,1.6,2.6,93,-1.9,0,0,4,1022,20410,8,0,0
1.2.2017 6:00,-0.5,2.3,3.2,94,-1.4,0,0,4,1022.3,24930,7,0,0
1.2.2017 8:00,-0.7,3.5,5.2,80,-3.7,0,0,4,1022.7,50000,8,0,0
1.2.2017 10:00,0,2.6,4.3,78,-3.3,0,0,4,1023.1,50000,8,0,0
1.2.2017 12:00,0,4.5,6.8,76,-3.7,0,0,4,1023.2,50000,8,0,0
1.2.2017 14:00,-0.2,NaN,NaN,78,-3.6,0,0,4,1023.4,50000,8,0,0
1.2.2017 16:00,-0.6,1.2,2.5,82,-3.4,0,0,4,1023.8,50000,8,0,0
1.2.2017 18:00,-0.4,1,1.8,80,-3.5,0,0,4,1023.9,50000,8,0,0
1.2.2017 20:00,-0.6,2.9,3.8,86,-2.7,0,0,4,1023.7,17110,8,0,0
1.2.2017 22:00,-0.6,3.2,4.4,96,-1.1,0.3,0.3,5,1023.6,2310,8,1,1
2.2.2017 0:00,0.2,4.3,7.1,98,0,0.2,0,5,1022.8,4010,7,0,0
2.2.2017 2:00,0.1,3.6,5.4,94,-0.7,0,0,5,1022.5,11280,8,0,0
2.2.2017 4:00,0.2,3.9,7.5,96,-0.3,0.1,0.8,5,1022.1,5730,7,0,0
2.2.2017 6:00,0.1,5.7,9.2,96,-0.5,0.1,0.3,5,1021.6,6300,8,0,0
2.2.2017 8:00,0.2,4.6,7.2,87,-1.8,0,0,6,1021.6,22070,8,1,1
2.2.2017 10:00,-0.7,5,7.6,92,-1.8,0.2,0,6,1020.9,10340,7,0,0
2.2.2017 12:00,-2.1,6.2,9.1,89,-3.7,0,0,5,1020.3,13440,8,-1,0
2.2.2017 14:00,-2.3,5.3,9.7,93,-3.3,0,0,6,1019.3,6680,8,1,1
2.2.2017 16:00,-1.9,4.1,7.7,92,-3.1,0,0,6,1018.9,6870,7,0,0
2.2.2017 18:00,-1.3,4,6.4,89,-3,0,0,6,1018.1,7850,7,0,0
2.2.2017 20:00,-1,6.2,8.7,88,-2.8,0,0,6,1017.6,6970,8,0,0
2.2.2017 22:00,-0.9,5.4,9,87,-2.8,0,0,6,1016.8,9030,8,0,0
3.2.2017 0:00,-0.6,4.1,6.3,85,-2.8,0,0,6,1016.1,8910,8,0,0
3.2.2017 2:00,-0.4,4.7,7,82,-3.1,0,0,6,1015.7,9200,8,0,0
3.2.2017 4:00,-0.5,3.5,5.4,83,-3.1,0,0,6,1015,8840,8,0,0
3.2.2017 6:00,-0.5,3.2,4.6,85,-2.8,0,0,6,1014.5,7860,8,0,0
3.2.2017 8:00,-0.5,3.4,5.4,85,-2.7,0,0,6,1014.5,7540,8,0,0
3.2.2017 10:00,-0.6,2,3.5,86,-2.7,0,0,6,1014.4,6660,8,0,0
3.2.2017 12:00,-0.3,2.6,4.3,87,-2.3,0,0,6,1014.1,7190,7,0,0
3.2.2017 14:00,-0.3,3.5,4.7,91,-1.6,0,0,6,1014,6210,8,0,0
3.2.2017 16:00,0,2.4,3.4,91,-1.3,0,0,6,1014.4,6820,8,0,0
3.2.2017 18:00,0.2,2.7,4,93,-0.8,0,0,6,1014.3,5840,7,0,0
3.2.2017 20:00,0.3,2.7,3.6,93,-0.7,0,0,6,1014.4,5930,7,0,0
3.2.2017 22:00,0.3,2.4,3.5,94,-0.5,0,0,6,1014.5,6110,7,0,0
4.2.2017 0:00,0.4,2.2,2.9,94,-0.4,0,0,6,1014.6,5000,7,0,0
4.2.2017 2:00,0.4,2.8,3.8,95,-0.4,0,0,6,1014.4,5900,7,0,0
4.2.2017 4:00,0.4,2.9,4.4,93,-0.6,0,0,6,1014.4,6450,7,0,0
4.2.2017 6:00,0.4,2,3.6,94,-0.4,0,0,6,1014.7,3540,7,0,0
4.2.2017 8:00,0.3,2.7,3.9,96,-0.3,0.1,0,6,1015.1,4070,7,0,0
4.2.2017 10:00,0.6,2.3,3.7,95,-0.2,0.1,0,6,1015.1,4440,7,0,0
4.2.2017 12:00,0.6,2.9,3.9,93,-0.3,0,0,6,1014.9,6540,7,0,0
4.2.2017 14:00,0.4,2.7,3.6,95,-0.3,0,0,6,1015,5500,7,0,0
4.2.2017 16:00,0.4,1.6,2.9,96,-0.2,0,0,6,1015,7120,7,0,0
4.2.2017 18:00,0.3,1.6,2,95,-0.3,0,0,6,1015.1,6540,7,0,0
4.2.2017 20:00,0.2,1.2,1.8,97,-0.2,0.1,0.3,6,1015.3,2250,7,0,0
4.2.2017 22:00,0.1,1.8,2.3,98,-0.2,0.4,0.3,7,1015.6,2360,7,1,1
5.2.2017 0:00,0.1,1.4,2,98,-0.1,0,0,6,1016.1,2120,7,-1,0
5.2.2017 2:00,0,3.2,5.1,99,-0.2,0.1,0,7,1016.2,3040,7,1,1
5.2.2017 4:00,-0.6,3.9,6.5,98,-0.8,0.1,0,7,1017.1,6120,7,0,0
5.2.2017 6:00,-1.5,5.3,8.1,96,-2.1,0.1,0,7,1018.6,7560,8,0,0
5.2.2017 8:00,-2.1,5.7,8.5,92,-3.2,0,0,7,1020,14890,8,0,0
5.2.2017 10:00,-2.8,5.4,8.4,92,-3.9,0,0,7,1021.2,21740,8,0,0
5.2.2017 12:00,-3.5,4.9,7.4,91,-4.8,0,0,7,1022.1,28710,8,0,0
5.2.2017 14:00,-3.6,4.8,7.5,90,-5.1,0,0,7,1023.1,12050,8,0,0
5.2.2017 16:00,-3.5,5.9,9.3,89,-5,0,0,7,1024.1,18460,8,0,0
5.2.2017 18:00,-3.7,6.6,11.7,82,-6.3,0,0,7,1025.7,17860,7,0,0
5.2.2017 20:00,-4.8,6,9.4,84,-7.1,0,0,7,1027.2,6170,8,0,0
5.2.2017 22:00,-5.1,6,8.8,83,-7.5,0,0,7,1029.2,15800,8,0,0
6.2.2017 0:00,-5.5,6.2,9.6,83,-8,0,0,7,1030.5,19750,8,0,0
6.2.2017 2:00,-5.2,6.1,8.6,84,-7.6,0,0,7,1031.5,8610,8,0,0
6.2.2017 4:00,-5.3,6.2,8.9,78,-8.5,0,0,7,1033.1,13970,8,0,0
6.2.2017 6:00,-5.7,5.7,10.8,73,-9.9,0,0,7,1035,49280,8,0,0
6.2.2017 8:00,-6.2,6.5,9.8,79,-9.3,0,0,7,1036.6,15990,8,0,0
6.2.2017 10:00,-6.8,5.8,10.3,74,-10.7,0,0,7,1038.3,43060,7,0,0
6.2.2017 12:00,-6.5,6.7,9.4,72,-10.7,0,0,8,1039,50000,1,1,1
6.2.2017 14:00,-6.6,4.7,7.9,67,-11.7,0,0,8,1040.1,50000,0,0,0
6.2.2017 16:00,-8.5,5.1,7.7,71,-12.9,0,0,8,1041.1,50000,0,0,0
6.2.2017 18:00,-9.8,4.7,7.6,75,-13.3,0,0,8,1042.1,50000,0,0,0
6.2.2017 20:00,-11.2,4.3,6.3,87,-13,0,0,8,1042.9,48420,0,0,0
6.2.2017 22:00,-12.5,2.9,5,89,-14,0,0,8,1043.3,5320,1,0,0
7.2.2017 0:00,-13.3,4.2,6.3,88,-14.8,0,0,8,1044,2310,0,0,0
7.2.2017 2:00,-13.6,4.7,6.6,87,-15.3,0,0,8,1044.5,48530,0,0,0
7.2.2017 4:00,-14.2,3.6,6.3,87,-15.9,0,0,8,1044.9,2790,1,0,0
7.2.2017 6:00,-14.3,3.7,5.6,87,-15.9,0,0,8,1045.5,2110,0,0,0
7.2.2017 8:00,-13.1,3.4,5.2,86,-14.9,0,0,8,1046.2,40530,1,0,0
7.2.2017 10:00,-10.1,3.7,5,84,-12.2,0,0,8,1046.6,35450,0,0,0
7.2.2017 12:00,-8.7,3.8,5.6,76,-12.2,0,0,8,1047,41370,0,0,0
7.2.2017 14:00,-9.4,4.3,6,80,-12.2,0,0,8,1047.4,50000,1,0,0
7.2.2017 16:00,-11.3,3.7,5.4,79,-14.2,0,0,8,1047.7,50000,1,0,0
7.2.2017 18:00,-12.2,3.7,5.1,68,-16.9,0,0,8,1048.1,50000,0,0,0
7.2.2017 20:00,-12.3,4.4,5.8,72,-16.3,0,0,8,1048.2,50000,0,0,0
7.2.2017 22:00,-12.5,3,4.2,77,-15.6,0,0,8,1048.5,50000,7,0,0
8.2.2017 0:00,-12.2,3.2,4.7,78,-15.2,0,0,8,1048.9,50000,8,0,0
8.2.2017 2:00,-12,2,3.1,79,-14.9,0,0,8,1048.9,50000,7,0,0
8.2.2017 4:00,-12.3,1.6,3,79,-15.3,0,0,8,1048.6,38040,7,0,0
8.2.2017 6:00,-12.1,3.7,4.8,67,-17,0,0,8,1048.6,50000,1,0,0
8.2.2017 8:00,-9.7,2.1,3.5,51,-18.1,0,0,8,1048.5,35900,0,0,0
8.2.2017 10:00,-5.9,1.3,3.1,31,-20.3,0,0,8,1048.4,37160,0,0,0
8.2.2017 12:00,-4.3,2.3,4.5,25,-21.3,0,0,8,1048,36350,0,0,0
8.2.2017 14:00,-4.2,2.6,4.6,27,-20.6,0,0,8,1047.1,46580,0,0,0
8.2.2017 16:00,-6.2,2.9,4.7,35,-19.2,0,0,8,1046.9,39720,0,0,0
8.2.2017 18:00,-7.5,4.6,6.6,44,-17.6,0,0,8,1046.5,46410,0,0,0
8.2.2017 20:00,-9.1,4,6,53,-16.9,0,0,8,1046.3,50000,0,0,0
8.2.2017 22:00,-10,3.6,5.6,62,-15.9,0,0,8,1046.3,50000,0,0,0
9.2.2017 0:00,-10.5,2.4,4.2,66,-15.7,0,0,8,1046.2,50000,0,0,0
9.2.2017 2:00,-12.6,1.6,2.8,77,-15.9,0,0,8,1046.1,50000,0,0,0
9.2.2017 4:00,-12.8,2.7,3.5,77,-16,0,0,8,1045.6,50000,0,0,0
9.2.2017 6:00,-13.2,3.1,4.3,82,-15.7,0,0,8,1045.3,50000,0,0,0
9.2.2017 8:00,-11.3,1.7,2.5,76,-14.7,0,0,8,1045.4,41240,0,0,0
9.2.2017 10:00,-8.7,1.1,1.6,68,-13.5,0,0,8,1045.8,28060,7,0,0
9.2.2017 12:00,-6.8,0,0.8,66,-12.1,0,0,8,1045.8,22760,7,0,0
9.2.2017 14:00,-6.9,1.7,2.1,75,-10.6,0,0,8,1045.8,32130,1,0,0
9.2.2017 16:00,-8.6,3,4,72,-12.8,0,0,8,1045.9,27100,0,0,0
9.2.2017 18:00,-9.4,2.3,3.5,76,-12.8,0,0,8,1046.6,43770,8,0,0
9.2.2017 20:00,-9,2.7,3.9,84,-11.2,0,0,8,1047,49890,7,0,0
9.2.2017 22:00,-9.5,2.8,4.7,86,-11.4,0,0,8,1047.3,24430,7,0,0
10.2.2017 0:00,-9.1,1.5,2.6,85,-11.2,0,0,8,1047.9,19210,7,0,0
10.2.2017 2:00,-8.7,2.1,3.5,86,-10.7,0,0,8,1048,27120,7,0,0
10.2.2017 4:00,-8.9,3.4,4.8,88,-10.6,0,0,8,1047.7,20870,7,0,0
10.2.2017 6:00,-8.9,3.5,4.6,93,-9.9,0,0,8,1047.8,9530,7,0,0
10.2.2017 8:00,-9.3,1.8,3,88,-10.9,0,0,8,1048.1,16110,7,0,0
10.2.2017 10:00,-8.2,1.8,3.3,84,-10.5,0,0,8,1048.1,14860,7,0,0
10.2.2017 12:00,-6.4,0.8,1.8,77,-9.8,0,0,8,1047.9,23970,0,0,0
10.2.2017 14:00,-7,1.5,2,90,-8.3,0,0,8,1047.7,20120,0,0,0
10.2.2017 16:00,-7.8,1.5,1.9,95,-8.5,0,0,8,1047.6,12730,0,0,0
10.2.2017 18:00,-9.1,0.8,1.1,93,-10.1,0,0,8,1047,11450,0,0,0
10.2.2017 20:00,-7.5,0.9,2.1,95,-8.2,0,0,8,1047,7370,7,0,0
10.2.2017 22:00,-7.5,0.9,1.6,94,-8.2,0,0,8,1047,7960,7,0,0
11.2.2017 0:00,-6.7,1.9,3.5,96,-7.3,0,0,8,1046.7,1510,8,0,0
11.2.2017 2:00,-7.2,1.5,2.5,95,-7.9,0,0,8,1046.2,3950,8,0,0
11.2.2017 4:00,-8.2,1.6,2.3,94,-8.9,0,0,8,1046,5080,8,0,0
11.2.2017 6:00,-8.1,NaN,NaN,94,-8.8,0,0,8,1045.3,6020,8,0,0
11.2.2017 8:00,-7.5,1.1,2.1,94,-8.3,0,0,8,1045.3,8050,8,0,0
11.2.2017 10:00,-5.3,1.4,2.9,95,-6,0,0,8,1044.8,14270,8,0,0
11.2.2017 12:00,-3.7,4.1,5.8,79,-6.8,0,0,8,1044,50000,8,0,0
11.2.2017 14:00,-3.5,3.2,4.8,81,-6.3,0,0,8,1043.4,50000,8,0,0
11.2.2017 16:00,-3.6,3,4.8,82,-6.3,0,0,8,1042.6,50000,8,0,0
11.2.2017 18:00,-3.7,2.7,4,81,-6.4,0,0,8,1042.2,50000,8,0,0
11.2.2017 20:00,-3.7,3,5.8,80,-6.6,0,0,8,1041.8,50000,8,0,0
11.2.2017 22:00,-3.9,3.8,6.6,78,-7.1,0,0,8,1041.7,50000,7,0,0
12.2.2017 0:00,-4.2,2.8,4.7,79,-7.2,0,0,8,1041.6,50000,8,0,0
12.2.2017 2:00,-4,3.4,4.4,80,-7,0,0,8,1041,50000,8,0,0
12.2.2017 4:00,-3.8,2.2,3.8,80,-6.8,0,0,8,1040.7,50000,8,0,0
12.2.2017 6:00,-4.2,3.4,4.8,82,-6.8,0,0,8,1040.3,50000,7,0,0
12.2.2017 8:00,-3.6,4.3,6.6,81,-6.4,0,0,8,1040,50000,7,0,0
12.2.2017 10:00,-2.1,4.7,8.6,76,-5.8,0,0,8,1039.3,50000,8,0,0
12.2.2017 12:00,-0.8,5.8,8.3,72,-5.3,0,0,8,1038.3,41100,5,0,0
12.2.2017 14:00,-0.4,5.1,7.3,72,-4.9,0,0,8,1037,50000,5,0,0
12.2.2017 16:00,-1.4,7.2,9.4,76,-5.1,0,0,8,1036.2,50000,5,0,0
12.2.2017 18:00,-2.3,5.7,8.3,82,-5,0,0,8,1035.3,50000,7,0,0
12.2.2017 20:00,-2.1,6.6,9.1,83,-4.7,0,0,8,1034.1,50000,7,0,0
12.2.2017 22:00,-1.9,5.6,8.6,81,-4.8,0,0,8,1032.2,50000,8,0,0
2/13/2017 0:00,-1.6,7,11.7,80,-4.6,0,0,8,1029.5,50000,8,0,0
2/13/2017 2:00,-1.7,7.4,11.3,77,-5.1,0,0,8,1028.4,50000,7,0,0
2/13/2017 4:00,-1.4,6.2,9.2,78,-4.7,0,0,8,1027.6,50000,8,0,0
2/13/2017 6:00,-1,7.3,10.2,76,-4.6,0,0,8,1026.8,50000,7,0,0
2/13/2017 8:00,0.2,6,9.2,77,-3.4,0,0,8,1026.1,50000,8,0,0
2/13/2017 10:00,2.7,6.3,9.2,73,-1.6,0,0,8,1025.4,50000,1,0,0
2/13/2017 12:00,4.8,5.7,9.3,70,-0.3,0,0,8,1024.1,41900,0,0,0
2/13/2017 14:00,4.8,4.8,7.7,73,0.5,0,0,8,1023.5,43910,0,0,0
2/13/2017 16:00,3.3,5.1,7.9,80,0.2,0,0,8,1023.4,42330,0,0,0
2/13/2017 18:00,2.9,4.8,8,82,0,0,0,8,1022.5,50000,0,0,0
2/13/2017 20:00,3.1,6.2,11.2,81,0.1,0,0,8,1021.4,50000,0,0,0
2/13/2017 22:00,3.2,5.6,9.1,80,0.1,0,0,8,1020.5,50000,0,0,0
2/14/2017 0:00,4.4,5.7,8.6,74,0.2,0,0,8,1020.8,50000,0,0,0
2/14/2017 2:00,4.2,7.2,11.4,76,0.3,0,0,8,1021.4,50000,0,0,0
2/14/2017 4:00,3,6.2,9.7,81,0.1,0,0,8,1023,50000,0,0,0
2/14/2017 6:00,2.6,5,7.4,82,-0.1,0,0,8,1024.4,50000,0,0,0
2/14/2017 8:00,4.2,4.7,7.6,75,0.1,0,0,8,1025.9,47350,0,0,0
2/14/2017 10:00,6.2,4.3,7.5,61,-0.8,0,0,8,1026.8,43120,0,0,0
2/14/2017 12:00,7.6,4.3,7.9,49,-2.5,0,0,8,1027.4,47360,0,0,0
2/14/2017 14:00,7.3,3.7,5.6,49,-2.6,0,0,8,1028.2,50000,0,0,0
2/14/2017 16:00,4.9,4.3,7,60,-2.2,0,0,8,1028.9,50000,3,0,0
2/14/2017 18:00,3.9,3.6,5.2,69,-1.2,0,0,8,1029.5,50000,7,0,0
2/14/2017 20:00,3.5,2.9,5.2,69,-1.6,0,0,8,1030.7,50000,5,0,0
2/14/2017 22:00,1.5,3.2,4.6,78,-1.8,0,0,8,1031.7,50000,0,0,0
2/15/2017 0:00,0.6,3.4,4.3,79,-2.6,0,0,8,1032.7,50000,0,0,0
2/15/2017 2:00,-0.9,2.6,3,85,-3.2,0,0,8,1033.2,50000,0,0,0
2/15/2017 4:00,-2.2,2.5,2.7,90,-3.7,0,0,8,1034,50000,0,0,0
2/15/2017 6:00,-3,1.9,2.7,91,-4.2,0,0,8,1034.6,31460,0,0,0
2/15/2017 8:00,-0.5,0.7,1.1,79,-3.7,0,0,8,1034.7,39180,0,0,0
2/15/2017 10:00,2.1,2.1,3.2,67,-3.5,0,0,8,1034.7,32910,0,0,0
2/15/2017 12:00,2.2,2.5,3.5,67,-3.2,0,0,8,1033.8,33720,0,0,0
2/15/2017 14:00,0.4,2.4,3.6,81,-2.4,0,0,8,1032.6,43710,0,0,0
2/15/2017 16:00,-0.1,3,4.4,89,-1.8,0,0,8,1031.2,38350,7,0,0
2/15/2017 18:00,0.4,4.4,6.7,83,-2.1,0,0,8,1029,49850,1,0,0
2/15/2017 20:00,0.8,5.8,8.2,85,-1.5,0,0,8,1026.8,48580,5,0,0
2/15/2017 22:00,0.1,7,11.9,96,-0.4,0,0,8,1025.1,11960,7,0,0
2/16/2017 0:00,0.1,3.1,5.6,91,-1.1,0,0,8,1023.8,35200,7,0,0
2/16/2017 2:00,0,4.6,7.7,93,-0.9,0,0,8,1021.7,16610,8,0,0
2/16/2017 4:00,0.2,4.2,6.9,90,-1.1,0,0,8,1020.7,28560,7,0,0
2/16/2017 6:00,-0.3,5,7.6,91,-1.5,0,0,8,1019.6,26980,7,0,0
2/16/2017 8:00,0.3,4.5,7.9,87,-1.6,0,0,8,1018.9,35500,7,0,0
2/16/2017 10:00,0.8,3.5,6.3,83,-1.7,0,0,8,1017.9,37980,7,0,0
2/16/2017 12:00,1,2.8,5,82,-1.7,0,0,8,1016.4,28300,1,0,0
2/16/2017 14:00,1.1,3.3,5,86,-1,0,0,8,1014.7,27050,7,0,0
2/16/2017 16:00,0.6,3.5,5.5,90,-0.8,0,0,8,1013.6,24710,7,0,0
2/16/2017 18:00,0.9,3.4,5.3,91,-0.5,0,0,8,1012.4,12290,7,0,0
2/16/2017 20:00,0.8,3.9,6.1,95,0,0.4,0.7,8,1011.1,5480,8,0,0
2/16/2017 22:00,0.6,3.7,5.8,97,0.1,0.3,0.4,8,1009.5,3020,8,0,0
2/17/2017 0:00,0.9,4.1,6.1,98,0.6,0,0,8,1007.9,2160,7,0,0
2/17/2017 2:00,1,3.8,5.9,99,0.8,0,0,8,1006.7,1740,8,0,0
2/17/2017 4:00,1.1,3.3,5,98,0.8,0,0,8,1005.6,2110,8,0,0
2/17/2017 6:00,1,3.4,4.7,98,0.8,0,0,8,1005.5,1580,7,0,0
2/17/2017 8:00,1.3,3.3,5,96,0.8,0,0,8,1005.6,3670,8,0,0
2/17/2017 10:00,1.7,3.9,6,94,0.9,0.1,0.5,7,1005.9,6430,7,-1,0
2/17/2017 12:00,2,4.5,7.4,93,1,0,0,6,1005.9,14930,8,-1,0
2/17/2017 14:00,1.7,4.8,7.9,94,0.8,0,0,6,1006.3,13150,8,0,0
2/17/2017 16:00,1.6,4.4,6.2,94,0.8,0,0,6,1006.6,23190,8,0,0
2/17/2017 18:00,1.7,3,5.7,95,1,0,0,6,1007.8,11730,8,0,0
2/17/2017 20:00,2.1,4,5.9,93,1.1,0,0,5,1008.8,47910,8,-1,0
2/17/2017 22:00,1.3,3.2,4.9,92,0.2,0,0,5,1009.4,50000,5,0,0
2/18/2017 0:00,0.4,5.6,8.5,96,-0.2,0,0,5,1009.8,50000,7,0,0
2/18/2017 2:00,-0.2,4.4,6.1,96,-0.7,0,0,5,1009.9,45530,5,0,0
2/18/2017 4:00,-0.3,4.3,6.3,94,-1.2,0,0,5,1009.8,50000,3,0,0
2/18/2017 6:00,-1,4.4,6.3,93,-1.9,0,0,5,1009.8,50000,0,0,0
2/18/2017 8:00,0.4,5.8,9.4,86,-1.6,0,0,5,1009.4,50000,0,0,0
2/18/2017 10:00,3.6,7.3,10.4,67,-1.9,0,0,5,1008.3,50000,0,0,0
2/18/2017 12:00,6,8.1,12.2,58,-1.5,0,0,5,1007.5,50000,0,0,0
