SubAreaId,timestamp,airTemperature,surfaceTemperature,waterThickness,friction
402,11/6/2016 8:00,-2.801758794,-1.456532663,0.340706868,0.356909548
304,11/6/2016 8:00,-2.656539865,-0.782324127,0.098606566,0.584887962
403,11/6/2016 8:00,-2.00049505,-1.567871287,0.078549505,0.669306931
405,11/6/2016 8:00,-2,-1.039861111,0.012930556,0.770833333
101,11/6/2016 10:00,-2.807079646,-0.232920354,0.066513274,0.719026549
102,11/6/2016 0:00,-2.066552901,0.237679181,0.045578498,0.7321843
102,11/6/2016 10:00,-3.113309353,0.192446043,0.066305755,0.722122302
301,11/6/2016 10:00,-2.3575,-0.327833333,0.078941667,0.713083333
202,11/6/2016 0:00,-2.573326134,-0.931144708,0.059740821,0.695712743
202,11/6/2016 10:00,-3.4,-1.045333333,0.017266667,0.765333333
103,11/6/2016 0:00,-2.209716599,-0.383481781,0.046595142,0.736234818
104,11/6/2016 0:00,-1.771223022,-0.134964029,0.033607914,0.745215827
104,11/6/2016 10:00,-2.573426573,-0.336503497,0.084181818,0.717412587
302,11/6/2016 10:00,-2.22,-0.351066667,0.07204,0.714266667
401,11/6/2016 10:00,-3.056345178,-1.727258883,0.013076142,0.767461929
203,11/6/2016 0:00,-2.3,-1.486627907,0.072616279,0.709651163
203,11/6/2016 10:00,-3.446808511,-0.859148936,0.00787234,0.773617021
303,11/6/2016 10:00,-2.113483146,-0.509213483,0.085876404,0.714044944
105,11/6/2016 0:00,-2.625510204,-0.85361516,0.096709913,0.625801749
204,11/6/2016 0:00,-2.684920635,-1.170095238,0.067955556,0.462698413
304,11/6/2016 10:00,-3.147348485,-1.256780303,0.104962121,0.597897727
403,11/6/2016 10:00,-3.606091371,-2.107918782,0.021532995,0.747411168
205,11/6/2016 0:00,-2.486240786,-1.249459459,0.124402948,0.62044226
405,11/6/2016 10:00,-3.263013699,-1.895,0.017753425,0.759109589
504,11/6/2016 10:00,-4.053645365,-2.151146115,0.16419532,0.462727273
101,11/6/2016 2:00,-2.595224719,-0.883174157,0.110494382,0.708061798
102,11/6/2016 2:00,-2.60862069,-1.141896552,0.074327586,0.72137931
202,11/6/2016 2:00,-2.478969957,-1.108025751,0.055763948,0.744120172
301,11/6/2016 2:00,-2.466666667,-1.519803922,0.049333333,0.741960784
203,11/6/2016 0:00,-3.175757576,-1.036198347,0.037790634,0.732203857
203,11/6/2016 2:00,-2.84,-1.7385,0.030233333,0.7415
104,11/6/2016 2:00,-2.478896552,-1.091724138,0.068303448,0.644372414
302,11/6/2016 2:00,-2.4,-1.446976744,0.031116279,0.742093023
204,11/6/2016 0:00,-3.708558559,-1.325968468,0.099407658,0.657747748
204,11/6/2016 2:00,-2.819616205,-1.368272921,0.026978678,0.748955224
402,11/6/2016 0:00,-2.476144578,-1.284096386,0.118657831,0.60546988
402,11/6/2016 2:00,-2.855963303,-1.663577982,0.031889908,0.727889908
303,11/6/2016 2:00,-2.3,-1.426349206,0.098095238,0.718095238
303,11/6/2016 4:00,-2.203333333,-1.954111111,0.059977778,0.718222222
501,11/6/2016 4:00,-2.814117647,-2.421529412,0.049241176,0.72
205,11/6/2016 0:00,-4.1,-2.16,0.088333333,0.686666667
403,11/6/2016 0:00,-2.488976378,-1.722204724,0.087704724,0.678346457
403,11/6/2016 2:00,-2.8,-2.22371134,0.033639175,0.719587629
502,11/6/2016 4:00,-4.126438849,-3.796330935,0.022669065,0.347392086
305,11/6/2016 4:00,-2.2,-1.688780488,0.046764228,0.71495935
503,11/6/2016 4:00,-3.964150943,-3.130943396,0.119509434,0.702264151
504,11/6/2016 0:00,-3.123163138,-2.070298879,0.113328767,0.595591532
504,11/6/2016 2:00,-3.128336222,-0.032911612,0.052544194,0.710883882
405,11/6/2016 2:00,-2.808888889,-1.952,0.028511111,0.734444444
505,11/6/2016 4:00,-3.491869919,-2.850487805,0.104390244,0.704715447
506,11/6/2016 4:00,-3.285386819,-2.863352436,0.094916905,0.704928367
