SubAreaId,TimeStamp,airTemperature,surfaceTemperature,waterThickness,friction
201,2016-11-18 04:00:00,2.2741433021806854,-0.08866043613707165,0.15050155763239875,0.41551401869158877
201,2016-11-18 06:00:00,0.8411483253588518,0.33631578947368423,0.1541578947368421,0.40555023923444977
204,2016-11-11 08:00:00,-1.2813953488372094,-3.9819767441860465,0.14036046511627906,0.38988372093023255
204,2016-11-11 08:00:00,-1.672164948453608,-4.279639175257732,0.20856185567010307,0.32
204,2016-11-11 10:00:00,-2.047126436781609,-4.127701149425287,0.1153448275862069,0.39
203,2016-11-11 10:00:00,-3.6827004219409285,-4.763122362869198,0.005879043600562587,0.3345569620253165
401,2016-11-11 00:00:00,-4.124313725490196,-5.447333333333333,0.0,0.4015490196078431
401,2016-11-11 10:00:00,-4.1,-4.992889733840305,0.2851444866920152,0.2820152091254753
204,2016-11-11 10:00:00,-3.2035398230088497,-4.32021017699115,0.09886946902654867,0.3912721238938053
402,2016-11-11 00:00:00,-4.1,-4.2452,0.0,0.32159999999999994
402,2016-11-11 10:00:00,-4.133719008264463,-5.030099173553719,0.0,0.41745454545454547
304,2016-11-11 10:00:00,-4.31352380952381,-5.168177777777778,0.07426539682539683,0.33224126984126984
404,2016-11-11 00:00:00,-4.336775818639799,-5.899068010075566,0.0,0.40929471032745596
404,2016-11-11 10:00:00,-3.9925373134328357,-4.992794361525705,0.12488059701492536,0.33480928689883915
405,2016-11-11 10:00:00,-4.10678391959799,-5.907047738693468,0.0,0.39271356783919603
101,2016-11-29 00:00:00,-3.477207392197125,-7.07735112936345,0.05293839835728952,0.614558521560575
101,2016-11-29 02:00:00,-3.3796296296296298,-3.9855555555555555,0.08314814814814815,0.7162962962962963
301,2016-11-29 00:00:00,-3.667,-6.638999999999999,0.11887249999999999,0.592375
103,2016-11-29 02:00:00,-3.181196581196581,-6.4886324786324785,0.04330769230769231,0.6468376068376068
202,2016-11-29 02:00:00,-3.2132075471698114,-6.398920754716981,0.052683018867924536,0.3857433962264151
302,2016-11-29 00:00:00,-3.0094488188976376,-6.705564304461943,0.03541207349081365,0.5043832020997375
104,2016-11-29 00:00:00,-3.6174563591022446,-6.468054862842893,0.08274064837905237,0.6335411471321696
104,2016-11-29 02:00:00,-3.012888551933283,-5.955898407884761,0.0683768006065201,0.5226914329037149
303,2016-11-29 00:00:00,-2.9773399014778326,-6.13752052545156,0.048101806239737276,0.6021346469622332
601,2016-11-29 00:00:00,-3.264136413641364,-6.760869086908691,0.059375137513751376,0.4447084708470847
